Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Loyalty,Age,Children,Spent,TotalAcceptedCmp,MaritalStatus,Family_Size
Undergraduate,37284.0,46,1,0,0,3,6,0,0,411,39,2,23,0,Married,4
Postgraduate,57530.0,68,1,1,1,4,1,0,0,192,63,1,92,0,Single,2
Undergraduate,76800.0,33,1,4,4,7,1,0,0,80,49,0,641,0,Married,2
Graduate,63943.0,50,1,6,4,6,5,0,0,615,58,1,1106,0,Married,3
Postgraduate,37054.0,89,2,1,0,3,7,0,0,198,47,2,25,0,Married,4
Graduate,31859.0,77,1,1,0,2,7,0,0,303,38,1,20,0,Single,2
Graduate,27215.0,50,4,2,1,4,6,0,0,472,53,3,102,0,Single,4
Postgraduate,70179.0,10,3,7,3,13,5,0,0,333,38,1,1034,0,Single,2
Graduate,24645.0,16,1,1,0,2,8,0,0,589,26,1,17,0,Married,3
Graduate,44322.0,30,2,3,0,3,8,0,0,-17,29,1,92,0,Married,3
Graduate,47958.0,8,2,6,3,5,5,0,0,518,62,1,407,0,Single,2
Postgraduate,63972.0,93,4,5,4,10,4,0,0,481,50,1,1269,1,Single,2
Graduate,75315.0,14,2,5,4,12,2,0,0,61,60,1,841,0,Married,3
Postgraduate,55517.0,53,5,11,1,6,9,0,1,587,64,2,633,0,Married,4
Postgraduate,27161.0,41,1,1,0,3,7,0,0,203,28,1,52,0,Married,3
Postgraduate,38201.0,19,4,5,1,5,8,0,0,438,54,1,268,0,Married,3
Graduate,45203.0,4,1,3,1,3,6,0,1,94,32,2,147,0,Married,4
Postgraduate,81574.0,89,1,4,5,8,1,0,0,-27,67,0,1798,2,Married,2
Postgraduate,60482.0,81,1,7,2,7,7,0,0,441,38,1,507,0,Single,2
Graduate,34633.0,31,1,1,0,2,6,0,0,126,58,3,15,0,Married,5
Postgraduate,78093.0,53,1,4,7,5,1,0,0,147,67,0,1105,0,Married,2
Graduate,82460.0,78,1,5,3,6,1,0,0,131,64,0,974,0,Single,1
Postgraduate,45903.0,80,2,2,1,3,4,0,0,-13,48,1,66,0,Married,3
Postgraduate,40442.0,52,4,3,1,4,7,0,1,627,62,2,169,0,Married,4
Graduate,61482.0,39,1,3,2,6,2,0,0,-37,49,0,299,0,Married,2
Graduate,75794.0,33,1,7,5,12,3,0,0,154,27,0,1682,1,Married,2
Graduate,74268.0,83,1,4,3,5,2,0,0,417,59,0,892,0,Married,2
Undergraduate,13724.0,43,1,2,0,2,9,0,0,624,26,1,58,1,Married,3
Postgraduate,52569.0,54,1,2,0,4,3,0,0,31,47,1,95,0,Single,2
Postgraduate,48432.0,3,5,7,1,6,8,0,1,616,41,1,424,0,Single,2
Graduate,36108.0,68,3,7,1,4,9,0,0,189,30,1,339,1,Single,2
Graduate,76445.0,2,1,2,5,13,6,0,0,637,43,1,1410,0,Married,3
Postgraduate,36663.0,40,1,1,1,3,2,0,0,25,39,1,35,0,Married,3
Postgraduate,53843.0,64,4,8,5,3,7,0,0,303,49,1,562,0,Married,3
Postgraduate,90226.0,26,1,4,7,12,2,0,0,615,58,0,2352,1,Married,2
Postgraduate,70638.0,69,1,4,5,10,3,0,0,324,59,0,1334,1,Single,1
Graduate,44512.0,57,2,1,0,3,4,0,0,246,54,2,32,0,Married,4
Graduate,27116.0,78,2,2,0,3,7,0,0,41,53,2,41,0,Married,4
Postgraduate,54072.0,71,1,2,0,2,8,0,0,266,51,2,39,0,Married,4
Graduate,71855.0,59,4,5,5,11,3,0,0,470,37,1,1141,0,Married,3
Undergraduate,51250.0,28,5,10,5,4,9,0,0,428,24,1,710,1,Single,2
Postgraduate,60432.0,61,5,7,2,5,6,0,0,51,41,1,401,0,Married,3
Undergraduate,12393.0,38,1,2,0,3,9,0,0,534,36,0,57,0,Married,2
Graduate,64509.0,19,1,6,3,9,4,0,1,297,24,0,1722,1,Single,1
Graduate,33955.0,92,4,5,1,5,8,0,0,232,39,1,270,0,Single,2
Graduate,31353.0,24,2,1,1,2,8,0,1,158,37,2,31,0,Married,4
Graduate,55434.0,21,3,5,3,13,4,0,0,246,30,1,882,0,Married,3
Graduate,28359.0,35,1,1,0,2,7,0,0,210,31,1,16,0,Married,3
Graduate,57100.0,9,2,3,2,7,3,0,0,33,27,1,311,0,Single,2
Postgraduate,51717.0,55,1,3,0,4,7,0,0,258,49,1,122,1,Married,3
Graduate,18793.0,14,3,2,0,4,8,0,0,519,43,1,77,0,Married,3
Graduate,54414.0,49,4,3,1,5,4,0,0,473,51,2,211,0,Married,4
Postgraduate,54549.0,8,2,5,1,4,7,0,0,110,62,1,233,0,Married,3
Postgraduate,41003.0,11,1,6,2,8,6,0,0,458,51,0,601,0,Single,1
Graduate,19444.0,8,3,4,1,2,7,0,1,119,32,1,54,0,Married,3
Undergraduate,36301.0,53,1,3,0,3,7,0,0,194,38,1,78,0,Married,3
Postgraduate,42731.0,64,3,4,1,5,5,0,0,187,45,1,244,0,Married,3
Postgraduate,52854.0,43,2,2,1,4,5,0,0,54,55,2,116,0,Married,4
Graduate,22775.0,40,1,1,0,2,8,0,0,335,36,1,15,0,Married,3
Graduate,50002.0,21,2,8,2,7,7,0,0,356,60,1,638,0,Single,2
Graduate,69755.0,23,1,3,6,12,1,0,0,247,69,0,894,0,Married,2
Graduate,44078.0,17,2,2,0,3,5,0,0,-7,45,2,41,0,Married,4
Postgraduate,30560.0,6,1,1,0,3,7,0,0,361,38,1,31,0,Married,3
Postgraduate,35924.0,56,1,1,0,3,5,0,0,42,45,2,34,0,Married,4
Postgraduate,64140.0,71,5,2,5,6,5,0,1,208,50,2,1750,3,Single,3
Undergraduate,75774.0,27,1,7,5,8,4,0,0,31,33,1,823,0,Married,3
Postgraduate,39228.0,1,1,0,0,3,4,0,0,414,54,0,20,0,Single,1
Postgraduate,58494.0,56,2,6,2,6,6,0,0,143,40,1,396,0,Married,3
Graduate,58684.0,71,1,5,3,12,2,0,0,-58,33,0,813,1,Single,1
Graduate,57136.0,18,1,7,5,7,6,0,1,389,47,0,1179,0,Single,1
Postgraduate,56551.0,48,3,2,1,4,4,0,0,5,64,2,138,0,Single,3
Graduate,22448.0,86,3,2,1,3,3,0,0,37,32,1,55,0,Married,3
Graduate,82014.0,48,1,3,6,12,6,0,1,630,53,0,1511,0,Single,1
Graduate,34213.0,2,3,3,1,2,9,0,1,658,51,2,117,0,Single,3
Postgraduate,25358.0,57,2,1,0,3,6,0,0,285,67,1,32,0,Single,2
Postgraduate,35544.0,77,1,2,0,3,7,0,0,36,36,1,67,0,Single,2
Postgraduate,36634.0,0,3,5,2,5,7,0,0,397,60,1,335,0,Married,3
Postgraduate,62670.0,57,1,5,3,13,3,0,0,90,60,1,825,0,Married,3
Graduate,72066.0,55,1,4,6,6,2,0,1,-49,33,0,1792,2,Single,1
Graduate,34916.0,89,4,5,1,3,9,0,0,321,46,2,231,0,Married,4
Graduate,64892.0,77,2,6,4,12,4,0,0,-46,38,1,902,0,Single,2
Graduate,43602.0,45,3,3,1,2,6,0,0,125,48,2,68,0,Single,3
Undergraduate,41473.0,80,1,2,0,3,7,0,0,295,29,1,76,0,Single,2
Postgraduate,63246.0,60,1,6,3,12,4,0,0,253,47,2,772,0,Married,4
Postgraduate,36732.0,71,3,1,1,4,2,0,0,111,55,2,47,0,Married,4
Postgraduate,37929.0,49,2,4,2,5,7,0,1,285,29,0,265,2,Single,1
Graduate,86610.0,66,1,5,6,6,2,0,0,231,63,0,1603,0,Married,2
Postgraduate,80141.0,20,1,7,4,10,6,0,1,514,28,0,2091,1,Married,2
Graduate,69016.0,61,4,8,9,13,5,0,0,523,44,1,1533,0,Married,3
Undergraduate,20193.0,18,1,1,1,4,4,0,0,560,23,0,82,0,Married,2
Graduate,27573.0,45,4,5,1,4,8,0,0,416,39,1,244,0,Married,3
Undergraduate,15862.0,26,1,1,0,3,8,0,0,341,35,1,36,0,Single,2
Postgraduate,49544.0,0,2,5,1,8,7,0,0,502,38,1,404,0,Married,3
Graduate,33228.0,28,1,2,0,3,7,0,0,129,34,1,71,0,Married,3
Graduate,38232.0,84,4,3,1,3,5,0,0,79,43,2,122,0,Married,4
Postgraduate,22554.0,38,4,2,0,4,5,0,0,565,59,2,41,0,Married,4
Postgraduate,23536.0,53,1,0,0,3,3,0,0,-28,31,1,10,0,Married,3
Graduate,49413.0,88,2,4,2,5,5,0,0,159,62,1,304,0,Married,3
Graduate,42231.0,99,1,1,0,3,5,0,0,-3,45,2,37,0,Married,4
Postgraduate,78789.0,12,1,4,6,5,2,0,1,678,34,0,1754,0,Single,1
Graduate,56534.0,35,4,10,4,7,8,0,1,306,46,1,815,2,Married,3
Graduate,58350.0,5,4,8,3,12,6,0,0,536,43,1,1001,0,Single,2
Graduate,49090.0,45,3,7,2,9,7,0,0,300,63,1,688,0,Single,2
Postgraduate,61787.0,71,1,8,4,6,5,0,0,287,27,0,1319,0,Single,1
Postgraduate,18169.0,40,1,1,0,2,8,0,0,455,29,1,21,0,Married,3
Undergraduate,24336.0,82,1,1,0,2,7,0,0,589,33,1,31,0,Single,2
Graduate,18222.0,70,1,2,0,3,8,0,0,475,24,0,67,0,Married,2
Graduate,62335.0,87,2,3,3,13,2,0,0,315,62,1,708,0,Single,2
Undergraduate,42033.0,95,1,1,0,2,7,0,0,553,43,2,25,0,Married,4
Postgraduate,86580.0,72,0,4,2,5,1,0,0,415,31,0,746,1,Married,2
Postgraduate,41437.0,5,1,1,0,3,7,0,0,640,57,2,32,0,Single,3
Postgraduate,73705.0,86,2,9,6,8,5,0,0,30,63,2,1695,0,Single,3
Graduate,61064.0,80,5,8,4,11,6,0,0,587,38,1,1080,0,Married,3
Graduate,18358.0,49,3,3,0,4,7,0,0,172,25,1,57,0,Single,2
Undergraduate,9722.0,7,4,3,1,3,8,0,1,628,41,1,103,0,Married,3
Postgraduate,38175.0,6,3,3,1,4,7,0,0,273,30,1,153,0,Married,3
Postgraduate,58656.0,25,4,7,8,13,6,0,0,622,58,1,1220,1,Married,3
Graduate,52117.0,55,2,5,2,4,7,0,0,627,49,1,279,0,Married,3
Graduate,64813.0,81,1,7,2,10,5,0,0,97,36,1,745,0,Married,3
Postgraduate,54222.0,98,1,3,3,5,3,0,0,22,41,1,264,0,Married,3
Graduate,83512.0,31,1,4,7,10,1,0,1,-19,28,0,2157,4,Married,2
Postgraduate,77520.0,30,1,8,7,7,4,0,1,275,55,1,1526,3,Married,3
Graduate,41154.0,98,1,1,0,4,5,0,0,348,36,1,69,0,Married,3
Graduate,80398.0,92,1,5,8,12,3,0,0,504,48,0,1597,1,Married,2
Undergraduate,18746.0,41,2,3,0,3,6,0,0,-10,22,1,64,0,Single,2
Graduate,60230.0,78,2,6,3,6,5,0,0,327,58,1,1067,0,Single,2
Graduate,22108.0,46,2,2,0,3,7,0,0,6,37,2,31,0,Married,4
Graduate,44392.0,71,5,4,1,4,7,0,0,226,40,2,211,0,Married,4
Postgraduate,55424.0,6,4,7,5,9,6,0,1,575,38,1,877,1,Married,3
Graduate,17688.0,82,1,1,0,2,8,1,0,450,35,1,11,0,Married,3
Postgraduate,92491.0,71,1,7,5,12,3,0,1,353,31,0,2034,3,Married,2
Graduate,90273.0,32,1,5,6,7,2,0,1,165,23,0,1991,3,Single,1
Postgraduate,82571.0,28,0,6,5,13,2,0,0,60,52,0,1686,1,Single,1
Postgraduate,38513.0,20,5,6,1,5,8,0,1,132,32,1,324,0,Single,2
Postgraduate,16653.0,10,3,2,1,3,6,0,1,62,35,1,69,0,Single,2
Graduate,42586.0,7,5,4,1,6,8,0,1,601,59,2,252,0,Married,4
Undergraduate,23529.0,67,1,1,1,2,6,0,0,471,49,1,54,0,Single,2
Graduate,71107.0,61,2,7,6,13,4,0,0,436,63,1,1327,0,Married,3
Postgraduate,46910.0,36,2,2,0,3,6,0,0,62,50,2,68,0,Married,4
Graduate,37244.0,90,1,1,1,2,7,0,0,338,59,2,55,1,Single,3
Graduate,82427.0,35,1,3,5,12,1,0,0,74,48,0,1456,1,Married,2
Undergraduate,75342.0,38,1,5,2,10,4,0,0,381,56,1,563,0,Single,2
Graduate,77437.0,70,1,4,5,13,1,0,0,145,51,0,1125,1,Married,2
Graduate,54984.0,51,4,6,1,6,7,0,0,-15,55,1,358,1,Married,3
Postgraduate,42403.0,18,1,1,0,3,8,0,0,182,43,1,42,0,Married,3
Graduate,55761.0,97,2,4,1,3,6,0,0,-31,50,1,184,1,Married,3
Graduate,37292.0,32,5,6,3,5,8,0,0,405,31,1,460,0,Married,3
Postgraduate,45576.0,9,1,3,1,3,8,0,1,23,69,0,145,0,Single,1
Graduate,70321.0,6,1,6,5,13,4,0,1,523,67,0,1376,0,Married,2
Postgraduate,58086.0,80,2,11,3,7,8,0,0,445,45,1,792,0,Single,2
Undergraduate,28389.0,49,1,1,0,2,7,0,0,537,67,0,28,0,Married,2
Graduate,69901.0,95,3,7,3,10,5,0,0,301,45,1,882,0,Single,2
Postgraduate,80360.0,56,2,4,4,5,2,0,0,427,65,0,2231,3,Married,2
Postgraduate,63342.0,48,3,8,3,5,6,0,1,573,53,1,1101,1,Married,3
Undergraduate,31859.0,3,1,1,0,3,7,0,0,119,34,1,48,0,Single,2
Postgraduate,51569.0,39,4,7,1,7,8,0,1,463,65,1,467,1,Single,2
Undergraduate,16014.0,42,4,1,1,4,3,0,0,427,35,2,38,0,Single,3
Graduate,41120.0,80,3,2,1,3,6,0,0,155,46,2,81,0,Married,4
Postgraduate,39763.0,9,2,5,1,2,9,0,1,320,43,1,167,0,Single,2
Postgraduate,38725.0,52,2,1,0,4,4,0,0,-2,59,2,45,0,Married,4
Graduate,77981.0,78,3,7,4,7,5,0,0,321,42,1,664,0,Married,3
Undergraduate,62905.0,68,3,7,2,8,4,0,0,224,50,1,622,0,Married,3
Undergraduate,13533.0,45,2,2,0,3,7,0,0,431,35,1,48,0,Single,2
Graduate,59481.0,47,2,3,3,8,2,0,0,202,39,1,461,0,Married,3
Graduate,72117.0,34,1,9,7,9,5,0,0,279,37,1,1073,0,Married,3
Undergraduate,21955.0,81,2,2,1,3,6,0,0,214,28,1,55,0,Married,3
Graduate,67131.0,72,3,9,2,12,6,0,0,388,58,1,976,0,Married,3
Postgraduate,36802.0,23,1,1,0,3,5,0,0,-10,34,1,20,0,Single,2
Postgraduate,47808.0,30,2,3,2,3,7,0,0,222,39,1,224,1,Married,3
Postgraduate,25509.0,15,3,3,0,3,9,0,1,634,40,1,101,0,Single,2
Postgraduate,85431.0,54,1,2,7,7,0,0,0,332,62,0,1165,0,Married,2
Graduate,42664.0,44,1,1,0,3,6,0,0,59,47,1,24,0,Married,3
Postgraduate,28973.0,59,2,5,1,5,8,0,0,565,37,0,269,0,Married,2
Postgraduate,39435.0,16,1,3,1,2,7,0,0,311,41,1,102,0,Married,3
Undergraduate,65370.0,1,1,2,3,13,1,0,0,331,30,0,461,0,Married,2
Undergraduate,20194.0,64,2,2,0,3,6,0,0,495,35,1,47,0,Single,2
Postgraduate,42473.0,72,3,2,1,4,5,0,0,60,38,2,144,0,Single,3
Graduate,64590.0,98,1,9,4,10,6,0,0,525,46,0,1338,0,Married,2
Graduate,71232.0,91,2,11,2,10,7,0,0,122,55,1,917,0,Married,3
Graduate,34600.0,8,5,5,2,5,8,0,1,536,43,2,318,0,Married,4
Graduate,46904.0,20,4,5,1,4,8,0,0,583,47,2,253,0,Single,3
Graduate,49094.0,6,5,6,3,6,6,0,0,640,41,1,502,0,Married,3
Graduate,36075.0,54,1,2,0,4,6,0,0,148,31,1,119,0,Married,3
Undergraduate,82122.0,89,1,3,9,13,1,0,0,229,52,0,1382,1,Married,2
Graduate,34074.0,69,5,3,3,3,6,0,0,282,62,2,255,1,Married,4
Postgraduate,28520.0,55,1,1,1,2,6,0,0,325,54,2,43,0,Married,4
Graduate,62535.0,13,1,3,2,8,3,0,0,256,59,1,398,0,Single,2
Postgraduate,36273.0,80,2,3,0,3,6,0,0,-6,37,1,76,0,Single,2
Graduate,63404.0,97,2,6,3,4,4,0,0,-74,50,2,902,1,Married,4
Graduate,78416.0,99,2,7,7,10,3,0,0,-97,38,1,1179,0,Married,3
Graduate,75702.0,87,1,10,5,13,6,0,0,536,40,1,1921,1,Married,3
Postgraduate,59385.0,85,2,3,1,4,5,0,0,342,63,2,185,0,Married,4
Graduate,44689.0,82,2,1,1,2,7,0,0,88,63,2,34,1,Married,4
Graduate,90369.0,2,1,4,6,6,1,0,1,60,58,0,1588,0,Married,2
Postgraduate,63159.0,74,1,3,5,8,3,0,0,527,40,0,1797,1,Single,1
Postgraduate,79734.0,72,1,4,3,6,1,0,0,-71,45,0,914,1,Married,2
Graduate,63207.0,68,1,2,3,6,7,0,0,457,22,0,1502,1,Married,2
Graduate,72071.0,4,3,5,4,8,2,0,0,496,60,1,1338,0,Single,2
Postgraduate,21840.0,80,1,1,0,3,9,0,0,263,31,1,27,0,Married,3
Undergraduate,58582.0,15,2,9,2,9,5,0,0,259,32,1,763,1,Married,3
Graduate,72282.0,70,1,5,7,9,7,0,1,275,63,0,1331,0,Single,1
Graduate,50387.0,91,3,6,2,8,5,0,0,211,58,2,525,0,Married,4
Postgraduate,32583.0,10,1,1,0,2,7,0,0,4,53,2,9,0,Married,4
Graduate,62568.0,99,3,5,3,5,4,0,0,-16,52,1,953,1,Married,3
Postgraduate,44635.0,25,2,2,0,3,7,0,0,236,43,2,68,0,Single,3
Graduate,63967.0,57,3,4,4,12,2,0,0,267,46,1,882,0,Married,3
Undergraduate,52513.0,84,2,9,5,9,7,0,0,579,36,0,1149,0,Married,2
Graduate,25293.0,51,1,1,1,2,8,0,0,236,45,1,37,0,Married,3
Postgraduate,54111.0,97,2,5,2,6,5,0,0,211,49,1,388,0,Single,2
Graduate,78394.0,13,1,4,6,5,2,0,1,486,28,0,1428,0,Married,2
Postgraduate,22669.0,30,3,4,1,2,9,0,1,373,39,1,173,0,Married,3
Graduate,29236.0,30,2,4,0,3,9,0,0,234,27,1,99,0,Single,2
Graduate,44911.0,11,3,4,1,4,7,0,0,460,55,1,215,0,Married,3
Graduate,48186.0,39,3,4,1,4,7,0,0,62,40,1,219,0,Married,3
Graduate,54809.0,0,4,2,1,5,4,0,1,291,37,2,174,0,Married,4
Graduate,41580.0,15,3,2,1,3,5,0,0,551,36,2,92,0,Married,4
Postgraduate,80336.0,12,1,2,9,13,1,0,0,281,44,0,1052,0,Married,2
Graduate,47743.0,56,3,4,1,6,6,0,0,408,57,1,275,1,Married,3
Undergraduate,62972.0,39,2,7,4,3,6,0,0,656,59,1,587,0,Married,3
Postgraduate,32313.0,60,3,4,0,4,9,0,0,443,32,1,159,0,Married,3
Postgraduate,27071.0,90,2,2,0,3,6,0,0,-23,46,1,35,0,Single,2
Postgraduate,68148.0,86,1,4,4,6,2,0,0,216,57,0,1042,0,Married,2
Postgraduate,65735.0,37,5,6,2,6,7,0,0,167,49,2,395,0,Married,4
Graduate,30093.0,19,1,2,0,3,7,0,0,337,24,0,69,0,Married,2
Postgraduate,57705.0,14,3,8,1,6,6,0,0,155,48,1,486,0,Married,3
Graduate,25008.0,72,2,1,0,3,8,0,0,75,26,1,34,0,Single,2
Graduate,22280.0,85,1,1,0,2,8,0,0,321,39,1,13,0,Married,3
Postgraduate,72159.0,62,1,4,6,10,2,0,0,546,36,0,1401,0,Married,2
Graduate,64260.0,1,1,4,5,4,3,0,1,533,53,0,1574,0,Married,2
Postgraduate,82733.0,28,1,8,4,7,4,0,1,264,30,0,1323,0,Single,1
Postgraduate,74290.0,70,4,10,8,10,6,0,0,251,43,1,1217,2,Single,2
Postgraduate,58217.0,84,1,2,0,4,6,0,0,505,63,3,103,0,Single,4
Postgraduate,21024.0,89,1,2,0,4,7,0,0,271,38,0,84,0,Married,2
Postgraduate,70116.0,73,1,2,8,12,1,0,0,446,42,0,1536,0,Married,2
Graduate,54006.0,42,2,8,1,7,7,0,0,607,29,1,581,0,Married,3
Postgraduate,69063.0,16,1,5,3,5,3,0,0,583,48,1,928,0,Married,3
Undergraduate,11448.0,16,1,1,0,2,6,0,0,180,39,0,14,0,Single,1
Graduate,70886.0,65,1,5,4,4,2,0,0,193,43,1,960,0,Married,3
Postgraduate,32889.0,78,3,2,1,3,5,0,0,218,46,2,55,0,Married,4
Graduate,34738.0,51,1,1,0,3,6,0,0,-2,30,1,20,0,Single,2
Postgraduate,30538.0,27,4,9,0,4,10,0,0,609,43,1,367,0,Married,3
Postgraduate,26642.0,71,2,2,0,3,6,0,0,49,47,1,42,0,Single,2
Graduate,69932.0,97,2,7,6,11,4,0,0,285,50,1,1049,0,Single,2
Graduate,44503.0,83,2,2,0,3,6,0,0,-9,42,2,48,0,Single,3
Graduate,49638.0,71,1,1,0,3,2,0,0,0,62,1,39,0,Single,2
Undergraduate,23830.0,3,1,1,0,3,7,0,0,139,27,0,43,0,Single,1
Postgraduate,33051.0,15,3,9,1,8,9,0,1,667,55,0,835,0,Single,1
Graduate,72905.0,52,1,3,7,9,1,0,0,107,56,0,1515,1,Married,2
Postgraduate,69702.0,8,2,7,7,10,4,0,0,487,63,1,1039,0,Married,3
Graduate,70300.0,89,3,5,5,13,8,0,0,260,39,1,1596,0,Single,2
Postgraduate,70643.0,66,1,5,8,4,6,0,1,556,30,0,1828,0,Married,2
Postgraduate,30396.0,22,2,1,1,2,7,0,1,38,45,1,34,1,Married,3
Postgraduate,50616.0,56,2,4,0,4,7,0,0,16,46,1,149,0,Single,2
Postgraduate,62772.0,74,1,5,6,11,2,0,0,332,45,1,946,1,Single,2
Postgraduate,30298.0,48,1,1,1,3,3,0,0,-7,29,0,28,0,Single,1
Graduate,52413.0,67,2,7,1,7,7,0,0,536,30,1,450,0,Single,2
Postgraduate,44155.0,24,1,1,1,2,4,0,0,137,57,2,46,0,Married,4
Postgraduate,86979.0,67,1,5,5,5,2,0,1,167,43,0,1702,1,Single,1
Graduate,76532.0,38,4,9,5,7,5,0,0,255,39,2,820,0,Married,4
Graduate,42081.0,86,2,6,3,4,6,0,0,402,32,1,382,1,Married,3
Postgraduate,88420.0,87,1,4,7,8,1,0,0,-29,25,0,2069,3,Married,2
Graduate,31158.0,62,2,2,0,3,8,0,0,456,29,1,72,0,Married,3
Graduate,69719.0,99,1,2,3,5,1,0,0,-65,40,0,801,0,Single,1
Graduate,49160.0,29,2,3,1,6,6,0,0,223,65,1,236,0,Single,2
Postgraduate,90933.0,90,1,4,6,4,1,0,0,0,60,0,1685,1,Single,1
Graduate,22148.0,16,1,1,0,3,7,0,0,61,31,0,49,0,Single,1
Postgraduate,73395.0,94,1,4,4,6,2,0,0,9,27,0,397,0,Married,2
Graduate,29819.0,77,3,3,0,3,6,0,0,171,43,1,39,0,Single,2
Graduate,45688.0,20,2,3,1,8,4,0,0,135,46,1,306,1,Married,3
Graduate,33235.0,71,1,3,0,3,7,0,0,73,28,1,70,0,Married,3
Graduate,35701.0,36,1,1,0,3,6,0,0,431,55,0,46,0,Married,2
Postgraduate,31535.0,95,1,1,1,2,7,0,0,181,34,1,51,1,Married,3
Undergraduate,92556.0,32,0,3,5,13,0,0,0,38,54,0,1263,0,Married,2
Graduate,67384.0,32,2,7,8,5,5,0,0,564,44,1,1490,1,Single,2
Graduate,77870.0,93,3,5,5,5,8,0,1,583,47,1,1815,2,Married,3
Postgraduate,36038.0,82,2,3,0,3,6,0,0,312,33,1,47,0,Single,2
Postgraduate,34230.0,72,1,1,0,2,7,0,0,478,49,2,21,0,Married,4
Undergraduate,31878.0,7,1,1,0,4,3,0,0,0,37,1,70,0,Single,2
Undergraduate,70932.0,57,2,6,2,12,3,0,0,104,42,1,909,0,Married,3
Graduate,91249.0,84,0,7,9,6,4,0,1,533,58,0,1676,4,Single,1
Postgraduate,77598.0,53,1,7,5,13,3,0,0,218,71,0,1735,1,Single,1
Graduate,80982.0,48,3,11,5,11,5,1,0,489,55,2,1191,0,Single,3
Postgraduate,22701.0,2,1,1,0,3,5,0,0,295,37,1,24,0,Married,3
Graduate,70617.0,45,1,3,3,7,2,0,0,326,44,0,1280,0,Married,2
Graduate,64849.0,42,1,9,3,6,5,0,1,551,57,0,1336,0,Single,1
Postgraduate,62694.0,29,5,9,3,7,7,0,0,348,49,2,749,0,Married,4
Postgraduate,61917.0,83,1,2,0,4,5,0,0,138,40,2,91,0,Married,4
Postgraduate,67472.0,93,2,4,2,7,3,0,0,181,67,1,414,0,Married,3
Postgraduate,21059.0,40,3,3,0,3,6,0,0,133,32,1,44,0,Married,3
Postgraduate,29543.0,47,2,3,1,2,7,0,0,42,46,2,63,0,Married,4
Graduate,75903.0,50,2,6,6,9,3,0,0,397,63,1,901,0,Married,3
Undergraduate,34984.0,40,2,1,0,3,7,0,0,621,39,2,38,0,Married,4
Postgraduate,54998.0,3,5,4,2,9,4,0,1,473,58,1,455,0,Single,2
Postgraduate,54356.0,62,3,11,2,8,8,0,1,525,65,1,775,0,Single,2
Postgraduate,34242.0,25,1,0,0,3,5,0,0,73,55,1,15,0,Married,3
Graduate,25410.0,48,1,1,0,4,4,0,0,254,41,1,38,0,Married,3
Graduate,28320.0,68,1,1,0,3,8,0,0,463,64,1,43,0,Married,3
Graduate,23763.0,64,1,1,0,3,7,0,0,627,37,1,42,0,Single,2
Graduate,72570.0,67,1,4,6,12,1,0,0,-2,30,0,1089,0,Married,2
Postgraduate,34529.0,94,2,2,2,3,7,0,0,559,38,1,162,0,Married,3
Graduate,70792.0,82,2,3,4,10,3,0,0,426,63,0,1272,0,Single,1
Graduate,63211.0,3,2,3,8,7,2,0,1,601,32,0,1173,0,Married,2
Postgraduate,83891.0,24,1,4,7,10,1,0,0,-15,40,1,816,0,Married,3
Graduate,36065.0,54,3,3,0,3,8,0,0,401,46,2,74,0,Single,3
Postgraduate,51141.0,96,1,3,1,4,5,0,0,260,74,0,157,0,Single,1
Graduate,56939.0,19,2,3,3,10,3,0,0,265,38,1,561,0,Married,3
Graduate,80872.0,60,1,4,4,10,1,0,0,-12,63,0,1336,0,Single,1
Postgraduate,72335.0,2,1,10,4,8,8,0,1,683,38,0,2092,0,Married,2
Postgraduate,61798.0,13,1,4,2,9,4,0,0,205,50,0,463,0,Single,1
Postgraduate,76842.0,37,1,1,8,7,0,0,0,20,64,0,1130,0,Single,1
Graduate,29478.0,59,1,1,0,3,6,0,0,104,38,1,20,0,Married,3
Graduate,46998.0,55,5,5,3,5,7,0,0,560,58,1,377,1,Single,2
Postgraduate,70053.0,38,3,8,5,10,5,0,0,323,49,1,1012,0,Married,3
Postgraduate,71670.0,8,1,5,3,6,6,0,1,347,52,0,1766,3,Single,1
Graduate,44359.0,19,3,2,0,4,3,0,0,-7,36,2,45,0,Married,4
Graduate,40887.0,32,3,3,1,3,9,0,1,387,62,2,161,0,Single,3
Graduate,48877.0,27,1,3,0,4,7,0,0,148,48,1,144,0,Single,2
Graduate,74485.0,58,1,6,7,12,3,0,0,251,67,0,1734,0,Married,2
Graduate,64474.0,59,2,8,2,10,5,0,0,191,42,1,823,0,Married,3
Graduate,77226.0,29,2,6,8,12,3,0,0,92,51,1,1138,0,Married,3
Postgraduate,85738.0,41,1,3,6,11,1,0,0,116,36,0,1371,2,Married,2
Graduate,55686.0,27,2,6,3,5,4,0,0,473,48,1,982,1,Single,2
Graduate,39062.0,28,1,1,0,3,4,0,0,68,31,1,44,1,Single,2
Graduate,40794.0,18,2,6,3,5,7,0,0,430,39,1,434,0,Married,3
Undergraduate,32632.0,32,2,4,4,8,5,0,0,664,51,0,576,0,Married,2
Postgraduate,38236.0,2,4,3,0,4,7,0,0,280,46,2,88,0,Single,3
Graduate,36781.0,16,1,2,1,2,8,0,1,64,35,1,63,0,Married,3
